Id,Start time,Completion time,Email,Name,KIN Mentorship ID (Link to Spreadsheet),First Name,Last Name,Email Address,To which gender identity do you most identify?,Please indicate if you have a preference for what gender your mentor/mentee is:,How important is accessing and developing a professional AAPI network?,How open are you to exploring topics outside of your immediate career or academic focus in the mentorship?,"How much do you value a structured mentoring relationship (e.g., goal setting, progress tracking)?","How important is frequent communication (e.g., weekly or bi-weekly) in a mentoring relationship?",Select if you are a Kin Mentor or Kin Mentee,Would you be open to the possibility of having 2 Kin Mentees?,What industries can you provide mentorship on?,"How comfortable do you feel providing guidance on professional skills such as resume writing, interviewing, personal brand, presentation skills, etc.?",How confident do you feel in guiding your mentee in securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentee preference?,Who is your #2 Kin Mentee preference?,Who is your #3 Kin Mentee preference?,Who is your #4 Kin Mentee preference?,Who is your #5 Kin Mentee preference?,Who is your #6 Kin Mentee preference?,Who is your #7 Kin Mentee preference?,Who is your #8 Kin Mentee preference?,Who is your #9 Kin Mentee preference?,Who is your #10 Kin Mentee preference?,Who is your #11 Kin Mentee preference?,Who is your #12 Kin Mentee preference?,Who is your #13 Kin Mentee preference?,Who is your #14 Kin Mentee preference?,Who is your #15 Kin Mentee preference?,Would you be open to the possibility of having a 1 Kin Mentor: 2 Kin Mentee mentorship partnership?,What industries are you interested in receiving mentorship on?,"How important is enhancing professional skills (resume writing, interviewing, personal brand, presentation skills, etc.)?",How important is securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentor preference?,Who is your #2 Kin Mentor preference?,Who is your #3 Kin Mentor preference?,Who is your #4 Kin Mentor preference?,Who is your #5 Kin Mentor preference?,Who is your #6 Kin Mentor preference?,Who is your #7 Kin Mentor preference?,Who is your #8 Kin Mentor preference?,Who is your #9 Kin Mentor preference?,Who is your #10 Kin Mentor preference?,Who is your #11 Kin Mentor preference?,Who is your #12 Kin Mentor preference?,Who is your #13 Kin Mentor preference?,Who is your #14 Kin Mentor preference?,Who is your #15 Kin Mentor preference?,How comfortable do you feel in asking for help in achieving your academic and career goals?,How prepared do you feel to take the next steps in your career?,How connected do you feel to a network of professionals to achieve your academic and career goals?,"As an AAPI student, how empowered (supported and confident) do you feel in your ability to achieve your career goals?",How connected do you feel to the AAPI community?,Is there anything else that you would like us to consider as part of the matching process?
598149,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Taryn Russell,63,Taryn,Russell,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,4,3,"8","3",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Advertising/Marketing;Legal;,"2",10,139,125,30,0,166,58,140,172,175,77,17,101,66,121,116,6,10,9,"3",9,Filler String
810588,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Xander Morrison,64,Xander,Morrison,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,8,5,"6","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;Agriculture;Real Estate;,"2",6,128,120,90,111,30,85,105,138,166,149,39,91,123,154,86,3,9,7,"8",7,Filler String
769025,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Amelie Woodward,65,Amelie,Woodward,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,6,6,"8","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entertainment;,"7",6,153,50,130,184,126,46,115,189,103,113,137,198,172,8,136,10,7,9,"3",5,Filler String
464172,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Evadne Sawyer,66,Evadne,Sawyer,sample@email.com,Male,Male,9,1,"4","7",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Nonprofit;Education;Real Estate;Technology;Pharmaceutical;,"10",10,28,132,99,71,109,167,159,86,52,46,137,154,117,54,17,6,10,10,"9",7,Filler String
598511,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Declan Frost,67,Declan,Frost,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,4,7,"6","3",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Media and News;Consulting;Pharmaceutical;Agriculture;Education;,"8",6,174,56,116,131,33,133,176,5,4,59,159,44,125,196,115,8,10,4,"9",5,Filler String
475225,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Juniper Holt,68,Juniper,Holt,sample@email.com,Male,No Preference,6,10,"7","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;Entertainment;Consulting;Media and News;,"4",5,91,171,4,198,50,151,68,108,128,193,99,51,82,45,140,6,3,5,"4",10,Filler String
730344,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elara Finch,69,Elara,Finch,sample@email.com,Female,No Preference,6,10,"8","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Hospitality;Food and Beverage;Advertising/Marketing;Media and News;Entrepreneurship;,"5",9,147,10,77,53,6,42,194,167,47,4,155,178,134,139,75,9,1,9,"1",7,Filler String
822711,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rowan Sinclair,70,Rowan,Sinclair,sample@email.com,Male,No Preference,9,10,"9","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Aerospace;Nonprofit;Fashion;,"4",7,177,105,78,178,141,48,75,186,66,16,151,130,140,83,144,10,9,7,"1",1,Filler String
410126,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Evangeline Hart,71,Evangeline,Hart,sample@email.com,Female,No Preference,4,4,"6","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Agriculture;,"3",6,60,163,182,140,118,47,129,108,160,143,81,42,52,193,179,1,2,3,"4",1,Filler String
586676,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Wilder Vaughn,72,Wilder,Vaughn,sample@email.com,Female,No Preference,3,9,"2","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Technology;Government;Entrepreneurship;Nonprofit;Aerospace;,"3",8,7,14,110,189,72,73,17,96,32,89,195,45,12,95,68,6,9,7,"8",4,Filler String
207852,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Alina Kendrick,73,Alina,Kendrick,sample@email.com,Female,No Preference,1,4,"5","1",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Healthcare;Hospitality;Government;,"1",3,177,161,118,38,171,156,22,23,95,6,162,189,45,126,167,1,3,5,"1",7,Filler String
654919,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Thorne Huxley,74,Thorne,Huxley,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,9,2,"9","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Real Estate;Engineering;Education;Entertainment;,"8",1,48,181,177,12,41,135,117,79,170,138,146,124,167,78,122,7,9,9,"7",1,Filler String
283530,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Aisling Knight,75,Aisling,Knight,sample@email.com,Female,No Preference,1,1,"8","8",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Healthcare;Real Estate;,"7",4,23,26,113,53,189,157,41,60,55,86,19,1,71,76,163,8,10,6,"4",2,Filler String
326374,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Raine Calloway,76,Raine,Calloway,sample@email.com,Female,No Preference,8,6,"9","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Arts and Design;Media and News;,"6",10,133,125,135,8,177,7,141,128,4,64,37,185,88,17,45,6,8,10,"1",4,Filler String
17163,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Caelum Ashton,77,Caelum,Ashton,sample@email.com,Female,Female,1,8,"1","3",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Arts and Design;,"1",3,134,152,50,168,84,81,109,5,130,139,83,103,8,79,36,3,10,10,"8",2,Filler String
442464,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Cecily Monroe,78,Cecily,Monroe,sample@email.com,Male,Male,8,6,"7","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Pharmaceutical;Consulting;Human Resources;Engineering;Accounting;,"2",9,145,176,58,6,72,180,106,165,174,177,148,28,157,42,76,3,3,6,"1",6,Filler String
749553,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Griffin Tanner,79,Griffin,Tanner,sample@email.com,Female,No Preference,9,2,"6","1",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Real Estate;,"5",4,95,33,58,106,153,32,120,181,171,182,69,141,155,66,10,3,3,9,"6",2,Filler String
239918,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Imogen Castor,80,Imogen,Castor,sample@email.com,Female,Female,1,4,"1","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Arts and Design;Other;Hospitality;,"1",1,154,190,56,0,26,53,152,186,68,98,128,6,1,103,60,6,1,5,"6",9,Filler String
979346,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Nova Belmont,81,Nova,Belmont,sample@email.com,Female,Male,7,7,"10","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Engineering;,"2",5,40,47,146,2,140,35,62,52,150,172,142,64,136,110,51,9,6,7,"1",5,Filler String
773906,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Jareth Blake,82,Jareth,Blake,sample@email.com,Female,Female,8,3,"7","1",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entertainment;Finance;Education;,"3",7,37,161,156,82,69,179,181,42,159,31,39,74,155,63,123,10,3,5,"5",10,Filler String
700445,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Calista Brooks,83,Calista,Brooks,sample@email.com,Male,No Preference,8,1,"1","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;Education;,"6",3,64,148,4,132,189,173,199,194,175,86,113,97,165,191,115,6,4,7,"1",8,Filler String
472546,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Leona Pierce,84,Leona,Pierce,sample@email.com,Male,Female,3,5,"9","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Real Estate;,"7",1,80,117,71,63,131,59,159,57,158,12,125,167,194,36,86,10,8,8,"4",6,Filler String
386451,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Lachlan Gray,85,Lachlan,Gray,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,7,6,"1","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Aerospace;,"3",4,182,39,187,83,38,183,142,181,185,193,163,122,156,119,10,4,6,10,"6",5,Filler String
318198,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Siobhan Neal,86,Siobhan,Neal,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,5,5,"5","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Legal;Food and Beverage;,"5",10,194,78,190,153,181,48,15,7,141,186,182,51,150,140,170,4,8,7,"6",8,Filler String
347302,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Emerson Wren,87,Emerson,Wren,sample@email.com,Female,No Preference,3,7,"7","1",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entertainment;,"1",6,114,159,146,7,15,58,6,1,57,100,39,65,68,81,105,2,5,7,"9",4,Filler String
41550,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Fabian Walker,88,Fabian,Walker,sample@email.com,Male,Male,1,6,"9","3",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Human Resources;,"1",9,48,12,191,142,126,149,57,82,114,123,121,29,10,50,162,9,6,10,"4",7,Filler String
130273,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zara Page,89,Zara,Page,sample@email.com,Female,No Preference,5,5,"5","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Technology;Entrepreneurship;,"9",9,1,44,2,92,30,124,3,147,128,111,105,120,191,21,6,3,1,5,"2",10,Filler String
133694,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Kellan Stark,90,Kellan,Stark,sample@email.com,Female,No Preference,6,6,"3","8",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Engineering;Pharmaceutical;,"4",10,129,19,0,40,100,3,158,63,157,82,185,138,61,98,72,5,1,8,"6",1,Filler String
364288,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mirren Cole,91,Mirren,Cole,sample@email.com,Male,No Preference,5,3,"3","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Entrepreneurship;,"5",3,22,31,191,133,119,156,6,143,154,95,30,127,145,28,177,8,3,3,"4",1,Filler String
260367,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Halcyon Ward,92,Halcyon,Ward,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,10,7,"5","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Consulting;Hospitality;,"1",2,190,115,86,70,45,110,18,21,66,8,5,36,72,99,148,10,10,7,"1",2,Filler String
174093,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Valencia Sterling,93,Valencia,Sterling,sample@email.com,Male,No Preference,8,6,"10","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Pharmaceutical;,"3",10,15,25,78,108,179,61,127,56,90,146,87,71,51,131,175,3,6,8,"6",9,Filler String
401530,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Renata Fox,94,Renata,Fox,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,6,3,"2","3",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Hospitality;Finance;Agriculture;Entertainment;,"3",2,9,44,183,157,146,22,156,57,76,65,62,171,68,31,147,9,10,6,"10",2,Filler String
554559,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Damian Wells,95,Damian,Wells,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,6,7,"2","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Healthcare;,"6",6,36,172,165,30,112,190,74,141,12,59,95,82,183,20,173,8,8,4,"3",10,Filler String
808596,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Alessia Stone,96,Alessia,Stone,sample@email.com,Female,Female,3,1,"9","3",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Consulting;Government;Fashion;Hospitality;Healthcare;,"6",8,28,186,163,194,21,178,113,65,1,42,146,3,158,137,130,6,8,3,"9",4,Filler String
636555,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Iver Holden,97,Iver,Holden,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,1,3,"9","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Government;Legal;Consulting;Education;,"8",5,57,145,122,101,20,87,63,181,184,175,61,179,140,152,104,3,5,2,"9",2,Filler String
638823,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Sabine Foster,98,Sabine,Foster,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,2,10,"8","8",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Entrepreneurship;Entertainment;Agriculture;,"8",7,160,70,107,199,106,9,67,180,125,27,91,15,81,16,8,2,1,5,"5",5,Filler String
514261,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Archer Dalton,99,Archer,Dalton,sample@email.com,Male,No Preference,4,8,"7","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Advertising/Marketing;,"9",1,51,20,162,117,146,92,43,187,71,109,58,128,173,57,151,10,3,2,"9",9,Filler String
588983,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Odette Lane,100,Odette,Lane,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,9,2,"3","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Nonprofit;Finance;,"4",1,3,8,122,117,166,125,172,35,65,43,154,167,2,193,111,9,9,3,"4",8,Filler String
208468,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Tiberius Walsh,101,Tiberius,Walsh,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,8,5,"9","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Other;Food and Beverage;,"7",1,167,87,169,20,148,139,55,12,33,120,56,60,17,95,10,5,5,3,"2",5,Filler String
477104,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Callum Reeve,102,Callum,Reeve,sample@email.com,Female,No Preference,10,6,"9","7",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Agriculture;,"3",9,16,138,118,46,88,108,161,7,188,44,182,156,110,49,143,1,10,2,"9",3,Filler String
273745,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Luna Hale,103,Luna,Hale,sample@email.com,Male,No Preference,8,1,"4","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Accounting;Education;Entertainment;Consulting;Nonprofit;,"3",5,152,18,58,114,32,184,35,104,141,21,182,90,118,129,169,3,6,3,"10",8,Filler String
531146,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Cillian Frost,104,Cillian,Frost,sample@email.com,Female,No Preference,3,3,"8","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Healthcare;Real Estate;,"3",10,141,125,105,194,161,172,153,54,35,117,27,110,159,168,72,2,2,2,"8",8,Filler String
815810,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Ember Larkin,105,Ember,Larkin,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,1,8,"8","3",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Finance;Legal;Aerospace;Advertising/Marketing;,"2",10,48,10,184,95,158,163,90,98,144,112,151,128,172,86,24,10,3,1,"2",8,Filler String
9238,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Orion King,106,Orion,King,sample@email.com,Male,No Preference,10,3,"3","1",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Hospitality;Real Estate;,"9",6,132,129,20,9,152,42,55,174,10,190,25,146,21,1,125,6,4,3,"9",10,Filler String
260650,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Jocelyn Duke,107,Jocelyn,Duke,sample@email.com,Female,No Preference,6,3,"4","8",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Education;Entertainment;Technology;,"7",9,33,151,68,49,19,170,15,119,102,4,40,145,60,3,66,3,4,1,"2",4,Filler String
68462,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Valen Carter,108,Valen,Carter,sample@email.com,Female,No Preference,1,4,"7","5",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;Pharmaceutical;Entrepreneurship;,"9",1,174,3,2,199,180,1,77,132,154,56,140,42,141,194,62,4,7,7,"4",2,Filler String
284037,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Seren Locke,109,Seren,Locke,sample@email.com,Male,No Preference,5,4,"4","7",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Fashion;Education;,"3",8,157,113,130,72,191,28,81,54,55,83,137,103,142,48,164,4,5,3,"1",2,Filler String
348083,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Maxton Hayes,110,Maxton,Hayes,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,10,5,"9","6",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Education;Entertainment;Accounting;,"8",7,198,119,62,69,47,39,6,173,177,126,16,168,116,107,135,5,5,1,"1",3,Filler String
393073,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Phoebe Greer,111,Phoebe,Greer,sample@email.com,Male,Female,9,6,"5","8",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Pharmaceutical;Fashion;Consulting;,"4",1,171,70,110,109,144,82,8,108,43,46,47,120,24,156,21,10,5,6,"3",3,Filler String
827834,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Darian Hunt,112,Darian,Hunt,sample@email.com,Female,Male,8,8,"6","1",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Advertising/Marketing;Agriculture;Engineering;,"5",2,7,140,66,87,54,4,36,91,166,9,171,84,14,185,110,2,1,3,"9",5,Filler String
21161,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Nara Wilder,113,Nara,Wilder,sample@email.com,Male,No Preference,10,9,"1","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Technology;,"6",4,182,47,40,190,73,12,189,88,146,39,169,19,95,23,89,4,9,3,"5",7,Filler String
188619,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rowan Brice,114,Rowan,Brice,sample@email.com,Male,No Preference,1,9,"10","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;Engineering;Arts and Design;Government;Consulting;,"9",8,147,22,144,80,102,130,87,103,182,119,88,62,53,44,159,2,7,3,"4",2,Filler String
848456,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zinnia Bennett,115,Zinnia,Bennett,sample@email.com,Female,Female,9,8,"1","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Advertising/Marketing;Pharmaceutical;Fashion;Agriculture;Real Estate;,"10",1,69,25,123,45,187,90,74,180,155,119,13,55,152,107,171,5,4,2,"7",9,Filler String
24562,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Adair Russell,116,Adair,Russell,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,10,6,"10","1",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Education;Legal;,"3",4,100,185,102,64,73,176,117,152,168,85,165,11,1,76,196,10,8,5,"3",9,Filler String
81563,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Teague Sutton,117,Teague,Sutton,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,2,8,"4","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Healthcare;Food and Beverage;Arts and Design;Government;Legal;,"10",4,186,45,193,141,61,41,94,199,146,149,167,81,120,133,171,4,7,6,"7",3,Filler String
542625,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Aviana Fields,118,Aviana,Fields,sample@email.com,Male,No Preference,1,8,"3","2",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Advertising/Marketing;Aerospace;Fashion;Healthcare;,"8",9,19,79,140,112,60,174,175,143,106,57,102,42,4,150,3,5,4,3,"2",4,Filler String
792554,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elias Brooks,119,Elias,Brooks,sample@email.com,Male,Female,6,10,"5","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Accounting;Entrepreneurship;Education;,"1",1,130,128,95,90,163,4,117,182,184,124,178,84,16,81,168,1,4,1,"1",5,Filler String
935875,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Nerissa Blake,120,Nerissa,Blake,sample@email.com,Male,No Preference,5,3,"10","8",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Arts and Design;Advertising/Marketing;Human Resources;Engineering;,"7",8,63,1,3,124,144,62,131,57,84,159,163,15,30,109,196,3,8,7,"1",10,Filler String
197727,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Finn Callahan,121,Finn,Callahan,sample@email.com,Male,No Preference,3,10,"7","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;Fashion;Engineering;,"3",4,109,27,73,28,175,96,105,100,144,95,137,75,86,7,149,4,5,8,"2",6,Filler String
181921,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Tamsin Rowe,122,Tamsin,Rowe,sample@email.com,Male,No Preference,1,4,"10","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Arts and Design;Healthcare;,"4",9,141,24,143,86,138,88,19,84,12,191,93,26,146,97,129,7,9,1,"1",2,Filler String
70971,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Keegan Stone,123,Keegan,Stone,sample@email.com,Female,No Preference,4,1,"10","8",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;Aerospace;Legal;Other;,"5",6,125,7,120,85,145,169,160,69,77,84,188,104,37,133,146,6,6,1,"3",2,Filler String
100358,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Verona Wells,124,Verona,Wells,sample@email.com,Female,Male,4,1,"9","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Government;Media and News;,"5",9,88,28,185,182,133,65,58,63,19,51,94,108,137,44,49,4,4,2,"9",1,Filler String
352169,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Livia Madden,125,Livia,Madden,sample@email.com,Female,Male,10,9,"8","10",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entertainment;Pharmaceutical;Government;Finance;Human Resources;,"5",1,79,189,69,29,56,192,176,99,187,34,25,90,42,58,157,4,7,4,"7",3,Filler String
747642,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Holden Hart,126,Holden,Hart,sample@email.com,Male,No Preference,4,7,"1","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Hospitality;Advertising/Marketing;,"10",1,75,11,46,122,175,166,1,81,88,146,59,91,31,141,36,8,9,6,"9",9,Filler String
631809,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mila Gable,127,Mila,Gable,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,9,4,"8","8",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;Education;Entrepreneurship;,"8",1,119,0,112,11,182,134,152,166,18,120,55,13,78,90,54,3,7,1,"5",3,Filler String
140581,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Atlas Sinclair,128,Atlas,Sinclair,sample@email.com,Male,Female,8,4,"8","4",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Education;,"2",5,27,122,126,124,25,189,94,79,41,96,199,8,112,114,37,9,7,8,"1",2,Filler String
911568,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Arden Black,129,Arden,Black,sample@email.com,Female,No Preference,3,2,"3","1",Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Entrepreneurship;Food and Beverage;Finance;,"10",5,50,89,180,189,71,178,53,18,169,130,76,112,9,176,165,6,4,10,"9",4,Filler String
669605,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Roman Beck,130,Roman,Beck,sample@email.com,Male,Female,2,8,"2","9",Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Other;Real Estate;Accounting;Aerospace;,"3",10,79,175,147,13,8,193,7,189,173,183,57,100,82,107,58,6,10,2,"4",9,Filler String
