Id,Start time,Completion time,Email,Name,KIN Mentorship ID (Link to Spreadsheet),First Name,Last Name,Email Address,To which gender identity do you most identify?,Please indicate if you have a preference for what gender your mentor/mentee is:,How important is accessing and developing a professional AAPI network?,How open are you to exploring topics outside of your immediate career or academic focus in the mentorship?,"How much do you value a structured mentoring relationship (e.g., goal setting, progress tracking)?","How important is frequent communication (e.g., weekly or bi-weekly) in a mentoring relationship?",Select if you are a Kin Mentor or Kin Mentee,Would you be open to the possibility of having 2 Kin Mentees?,What industries can you provide mentorship on?,"How comfortable do you feel providing guidance on professional skills such as resume writing, interviewing, personal brand, presentation skills, etc.?",How confident do you feel in guiding your mentee in securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentee preference?,Who is your #2 Kin Mentee preference?,Who is your #3 Kin Mentee preference?,Who is your #4 Kin Mentee preference?,Who is your #5 Kin Mentee preference?,Who is your #6 Kin Mentee preference?,Who is your #7 Kin Mentee preference?,Who is your #8 Kin Mentee preference?,Who is your #9 Kin Mentee preference?,Who is your #10 Kin Mentee preference?,Who is your #11 Kin Mentee preference?,Who is your #12 Kin Mentee preference?,Who is your #13 Kin Mentee preference?,Who is your #14 Kin Mentee preference?,Who is your #15 Kin Mentee preference?,Would you be open to the possibility of having a 1 Kin Mentor: 2 Kin Mentee mentorship partnership?,What industries are you interested in receiving mentorship on?,"How important is enhancing professional skills (resume writing, interviewing, personal brand, presentation skills, etc.)?",How important is securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentor preference?,Who is your #2 Kin Mentor preference?,Who is your #3 Kin Mentor preference?,Who is your #4 Kin Mentor preference?,Who is your #5 Kin Mentor preference?,Who is your #6 Kin Mentor preference?,Who is your #7 Kin Mentor preference?,Who is your #8 Kin Mentor preference?,Who is your #9 Kin Mentor preference?,Who is your #10 Kin Mentor preference?,Who is your #11 Kin Mentor preference?,Who is your #12 Kin Mentor preference?,Who is your #13 Kin Mentor preference?,Who is your #14 Kin Mentor preference?,Who is your #15 Kin Mentor preference?,How comfortable do you feel in asking for help in achieving your academic and career goals?,How prepared do you feel to take the next steps in your career?,How connected do you feel to a network of professionals to achieve your academic and career goals?,"As an AAPI student, how empowered (supported and confident) do you feel in your ability to achieve your career goals?",How connected do you feel to the AAPI community?,Is there anything else that you would like us to consider as part of the matching process?
605554,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Taryn Russell,63,Taryn,Russell,sample@email.com,Female,No Preference,6,6,9,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Fashion;Other;Finance;Engineering;,6,5,129,149,40,117,124,42,112,94,50,6,30,49,140,97,78,9,2,3,10,4,Filler String
783176,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Xander Morrison,64,Xander,Morrison,sample@email.com,Male,No Preference,3,3,7,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Nonprofit;Advertising/Marketing;Government;Arts and Design;,1,8,85,79,195,64,190,55,7,146,40,104,50,123,134,101,47,3,9,5,6,3,Filler String
46667,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Amelie Woodward,65,Amelie,Woodward,sample@email.com,Female,No Preference,2,5,6,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Aerospace;Legal;Nonprofit;Technology;,7,4,156,196,32,28,148,55,127,6,93,95,192,13,3,101,168,8,9,5,2,10,Filler String
449727,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Evadne Sawyer,66,Evadne,Sawyer,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,8,2,10,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Legal;Food and Beverage;,8,10,10,104,87,38,153,0,53,48,35,140,111,55,141,66,175,3,3,5,4,7,Filler String
498172,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Declan Frost,67,Declan,Frost,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,3,7,10,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;Nonprofit;,2,7,144,95,52,40,2,81,46,29,13,141,62,48,23,17,129,10,9,5,8,6,Filler String
483141,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Juniper Holt,68,Juniper,Holt,sample@email.com,Male,No Preference,1,2,7,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Pharmaceutical;Fashion;Government;Technology;Consulting;,9,7,163,93,17,132,84,31,129,150,66,176,122,171,45,120,73,5,1,1,4,5,Filler String
821554,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elara Finch,69,Elara,Finch,sample@email.com,Male,Female,6,8,7,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Food and Beverage;Aerospace;Consulting;Fashion;Advertising/Marketing;,4,5,65,88,180,14,129,66,94,90,99,146,32,76,169,22,140,1,7,7,4,8,Filler String
884470,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rowan Sinclair,70,Rowan,Sinclair,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,8,6,8,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;,1,6,166,27,10,99,26,113,32,41,79,30,188,144,103,197,153,1,3,2,5,8,Filler String
114108,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Evangeline Hart,71,Evangeline,Hart,sample@email.com,Female,Male,8,4,4,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;Human Resources;Pharmaceutical;,5,2,11,32,197,78,21,120,188,169,117,190,24,196,64,65,141,3,9,9,8,3,Filler String
328540,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Wilder Vaughn,72,Wilder,Vaughn,sample@email.com,Male,Male,5,5,10,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Other;,2,3,93,55,27,60,73,162,136,160,154,26,16,33,35,5,113,9,5,10,6,2,Filler String
171106,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Alina Kendrick,73,Alina,Kendrick,sample@email.com,Female,No Preference,9,2,6,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;Fashion;Advertising/Marketing;,6,5,93,19,64,39,92,72,197,117,8,151,138,37,7,14,81,7,5,9,1,2,Filler String
148053,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Thorne Huxley,74,Thorne,Huxley,sample@email.com,Male,No Preference,4,7,5,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Agriculture;Other;,10,5,127,36,35,0,22,137,139,17,115,43,124,119,99,55,182,10,5,3,1,9,Filler String
136186,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Aisling Knight,75,Aisling,Knight,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,9,9,8,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Advertising/Marketing;Real Estate;,4,1,106,70,13,186,21,196,58,98,189,157,114,69,107,32,8,2,8,2,4,7,Filler String
106383,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Raine Calloway,76,Raine,Calloway,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,6,2,10,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Other;Hospitality;,2,3,180,24,43,8,168,26,151,78,80,83,162,161,57,32,37,5,7,5,9,7,Filler String
300201,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Caelum Ashton,77,Caelum,Ashton,sample@email.com,Male,No Preference,10,7,2,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;Fashion;Real Estate;Entertainment;Arts and Design;,6,2,182,167,31,44,89,92,63,197,166,119,97,149,37,61,12,10,8,8,2,6,Filler String
532953,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Cecily Monroe,78,Cecily,Monroe,sample@email.com,Female,Male,4,7,9,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Other;Advertising/Marketing;Media and News;,10,4,37,80,74,6,104,168,170,121,184,93,159,17,71,86,199,1,2,5,8,2,Filler String
165476,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Griffin Tanner,79,Griffin,Tanner,sample@email.com,Male,No Preference,10,10,3,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;,7,7,164,17,45,18,75,185,11,95,130,48,106,199,49,174,132,4,8,4,1,8,Filler String
123318,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Imogen Castor,80,Imogen,Castor,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,4,3,1,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Hospitality;Agriculture;Healthcare;,10,7,68,3,105,100,146,28,148,16,45,1,57,71,82,152,94,6,4,1,6,8,Filler String
491423,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Nova Belmont,81,Nova,Belmont,sample@email.com,Female,No Preference,6,3,6,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;Food and Beverage;,2,9,110,0,196,61,64,73,86,54,46,151,147,142,124,12,117,2,2,1,4,9,Filler String
393611,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Jareth Blake,82,Jareth,Blake,sample@email.com,Female,Male,8,4,8,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Advertising/Marketing;Agriculture;Entertainment;Finance;Government;,1,1,187,55,116,68,7,110,29,64,51,168,34,0,1,98,49,1,1,9,3,1,Filler String
976285,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Calista Brooks,83,Calista,Brooks,sample@email.com,Female,No Preference,10,7,5,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Education;Nonprofit;Other;Pharmaceutical;Fashion;,10,8,144,120,183,73,11,5,117,92,199,36,72,140,146,124,39,4,6,8,7,2,Filler String
944902,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Leona Pierce,84,Leona,Pierce,sample@email.com,Male,Male,9,3,8,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Other;Accounting;Agriculture;Hospitality;,1,10,166,8,81,158,179,176,83,148,33,61,117,73,167,143,183,4,1,3,6,1,Filler String
187117,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Lachlan Gray,85,Lachlan,Gray,sample@email.com,Female,Female,4,8,1,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Human Resources;Finance;Healthcare;Legal;,7,7,91,88,142,174,163,79,164,12,1,107,153,35,44,137,197,4,7,1,1,1,Filler String
265942,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Siobhan Neal,86,Siobhan,Neal,sample@email.com,Male,Male,1,3,3,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Legal;Arts and Design;,1,3,71,29,22,27,59,106,76,116,139,127,37,7,84,8,165,7,7,10,9,10,Filler String
885450,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Emerson Wren,87,Emerson,Wren,sample@email.com,Male,No Preference,5,4,9,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Media and News;Food and Beverage;Education;,7,1,125,192,188,169,48,177,132,95,37,121,54,105,75,122,167,3,4,5,6,4,Filler String
889523,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Fabian Walker,88,Fabian,Walker,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,4,4,5,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Nonprofit;Entertainment;Pharmaceutical;Education;,5,2,52,81,56,26,66,116,135,50,12,97,176,181,169,3,112,10,10,5,7,5,Filler String
72476,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zara Page,89,Zara,Page,sample@email.com,Male,No Preference,10,10,10,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Hospitality;Education;Entrepreneurship;,5,2,5,56,46,172,112,86,66,131,75,82,169,133,8,176,94,8,8,4,4,8,Filler String
383721,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Kellan Stark,90,Kellan,Stark,sample@email.com,Male,No Preference,4,3,4,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Food and Beverage;Aerospace;,6,5,66,32,60,124,23,168,115,178,62,6,82,59,140,190,118,10,8,1,6,4,Filler String
131307,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mirren Cole,91,Mirren,Cole,sample@email.com,Male,No Preference,3,3,7,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Accounting;Arts and Design;Engineering;,4,2,16,180,113,175,131,70,36,104,124,72,119,41,135,133,103,10,9,3,9,3,Filler String
301051,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Halcyon Ward,92,Halcyon,Ward,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,4,7,5,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Other;Pharmaceutical;Accounting;,2,9,19,17,124,65,41,12,196,63,166,137,68,112,94,134,30,3,7,6,8,7,Filler String
150479,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Valencia Sterling,93,Valencia,Sterling,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,9,9,5,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;Education;,2,3,181,111,173,116,103,93,98,126,43,2,19,156,179,151,160,3,7,4,8,7,Filler String
70331,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Renata Fox,94,Renata,Fox,sample@email.com,Male,No Preference,2,10,4,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;,9,7,17,159,54,109,199,187,114,101,181,106,34,50,22,142,16,2,8,9,1,1,Filler String
752093,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Damian Wells,95,Damian,Wells,sample@email.com,Female,No Preference,5,8,3,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Food and Beverage;Agriculture;,9,9,86,124,77,34,170,100,13,82,51,118,62,23,140,148,50,8,3,3,5,7,Filler String
581268,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Alessia Stone,96,Alessia,Stone,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,7,6,5,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;Aerospace;Education;,6,1,12,63,23,176,66,19,58,109,190,94,183,98,25,7,168,8,3,8,2,8,Filler String
498715,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Iver Holden,97,Iver,Holden,sample@email.com,Male,No Preference,10,6,2,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;,8,9,42,83,26,3,82,88,110,71,107,77,167,46,113,194,15,10,4,10,1,2,Filler String
903864,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Sabine Foster,98,Sabine,Foster,sample@email.com,Male,Female,6,3,6,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Arts and Design;Entrepreneurship;Aerospace;,6,4,70,21,102,62,74,143,196,173,174,170,48,114,157,58,105,10,9,3,6,6,Filler String
129179,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Archer Dalton,99,Archer,Dalton,sample@email.com,Male,Female,10,4,7,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Entertainment;Legal;,4,5,94,197,89,119,105,96,109,136,33,81,97,154,144,46,88,6,8,6,8,4,Filler String
506051,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Odette Lane,100,Odette,Lane,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,2,1,5,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Legal;Entrepreneurship;Pharmaceutical;Healthcare;,4,2,116,187,140,106,198,11,39,134,34,29,71,94,189,68,124,10,3,9,1,6,Filler String
793616,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Tiberius Walsh,101,Tiberius,Walsh,sample@email.com,Male,No Preference,9,5,3,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Healthcare;,10,9,176,15,53,52,146,48,114,63,14,33,109,127,171,5,67,8,7,1,3,4,Filler String
187132,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Callum Reeve,102,Callum,Reeve,sample@email.com,Female,No Preference,10,8,5,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Government;Entertainment;Other;Consulting;,10,3,9,52,60,151,146,152,144,89,111,99,192,19,134,70,96,1,5,6,7,5,Filler String
12383,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Luna Hale,103,Luna,Hale,sample@email.com,Female,Male,6,10,8,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Media and News;Hospitality;Advertising/Marketing;,1,2,148,129,13,160,125,167,113,115,144,10,50,59,136,186,17,9,9,3,4,1,Filler String
488135,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Cillian Frost,104,Cillian,Frost,sample@email.com,Male,No Preference,7,5,7,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Arts and Design;Finance;Food and Beverage;,6,10,82,81,79,25,37,167,66,149,70,194,172,55,63,155,195,9,3,3,3,3,Filler String
181582,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Ember Larkin,105,Ember,Larkin,sample@email.com,Male,No Preference,8,7,7,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Legal;,7,3,97,148,130,13,15,193,137,59,173,49,133,174,94,120,72,7,5,3,8,7,Filler String
822988,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Orion King,106,Orion,King,sample@email.com,Female,Female,2,7,7,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Nonprofit;Other;Aerospace;,6,10,34,115,2,113,136,5,90,72,109,50,77,27,181,155,199,8,7,3,4,2,Filler String
191478,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Jocelyn Duke,107,Jocelyn,Duke,sample@email.com,Male,No Preference,7,10,9,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Engineering;Government;Fashion;Entertainment;,7,9,172,165,184,55,112,83,101,198,182,65,134,127,34,110,162,6,6,10,9,8,Filler String
866197,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Valen Carter,108,Valen,Carter,sample@email.com,Male,No Preference,3,4,3,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Other;Food and Beverage;Consulting;,8,1,61,116,66,70,74,88,105,148,196,149,27,11,52,117,115,10,3,10,5,6,Filler String
625935,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Seren Locke,109,Seren,Locke,sample@email.com,Male,Male,9,7,5,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Education;Entertainment;Legal;Engineering;,5,8,83,76,192,177,65,194,3,80,184,198,10,105,138,42,98,6,1,10,1,3,Filler String
842175,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Maxton Hayes,110,Maxton,Hayes,sample@email.com,Male,No Preference,3,9,3,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Fashion;Accounting;Entrepreneurship;Government;,2,10,151,142,4,172,5,81,108,148,83,199,97,129,125,69,194,3,10,3,5,8,Filler String
753376,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Phoebe Greer,111,Phoebe,Greer,sample@email.com,Male,No Preference,1,4,6,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;,8,9,173,9,135,130,35,23,49,11,15,151,90,128,78,112,18,9,8,9,4,1,Filler String
966965,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Darian Hunt,112,Darian,Hunt,sample@email.com,Male,Female,1,1,6,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Hospitality;,1,3,138,103,45,79,120,69,5,53,185,145,151,7,123,122,112,8,6,8,5,1,Filler String
15048,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Nara Wilder,113,Nara,Wilder,sample@email.com,Male,Male,2,5,6,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Accounting;Engineering;Fashion;,8,10,55,64,78,66,169,187,190,28,144,105,43,50,107,153,99,10,4,4,7,10,Filler String
648033,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rowan Brice,114,Rowan,Brice,sample@email.com,Male,Female,8,10,3,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Agriculture;Education;Finance;,7,1,172,190,73,107,2,191,30,82,105,55,21,127,141,77,100,1,7,9,5,9,Filler String
415320,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zinnia Bennett,115,Zinnia,Bennett,sample@email.com,Female,Male,8,3,4,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;Media and News;,5,7,5,75,146,124,26,122,126,152,137,159,33,77,107,84,157,6,6,9,10,4,Filler String
219729,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Adair Russell,116,Adair,Russell,sample@email.com,Female,No Preference,5,5,4,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Consulting;Fashion;Engineering;Legal;Finance;,10,4,73,195,54,104,19,55,135,103,122,47,79,80,184,148,118,1,4,7,7,1,Filler String
452309,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Teague Sutton,117,Teague,Sutton,sample@email.com,Male,Male,2,9,10,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Engineering;Entrepreneurship;Consulting;Real Estate;Media and News;,9,6,45,103,3,23,197,114,18,119,29,1,118,35,21,33,84,9,3,9,4,9,Filler String
765127,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Aviana Fields,118,Aviana,Fields,sample@email.com,Female,No Preference,7,3,10,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Advertising/Marketing;Media and News;Entrepreneurship;Finance;Entertainment;,4,10,144,172,161,159,14,70,5,174,173,160,45,103,193,22,49,4,5,10,3,5,Filler String
127352,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elias Brooks,119,Elias,Brooks,sample@email.com,Male,Female,2,3,1,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;Government;Pharmaceutical;Agriculture;,3,3,0,155,180,151,67,111,146,129,174,92,20,34,73,38,102,6,7,9,2,8,Filler String
226042,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Nerissa Blake,120,Nerissa,Blake,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,9,7,9,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Entrepreneurship;Real Estate;Other;Accounting;,6,8,191,42,159,185,75,80,124,33,133,0,149,128,161,145,88,1,6,5,10,1,Filler String
617433,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Finn Callahan,121,Finn,Callahan,sample@email.com,Female,No Preference,2,4,8,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Education;Aerospace;Engineering;,3,3,56,88,14,97,20,71,25,189,92,132,187,178,80,1,68,2,6,10,3,3,Filler String
325404,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Tamsin Rowe,122,Tamsin,Rowe,sample@email.com,Female,No Preference,8,6,2,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;,8,3,71,155,83,77,190,67,23,134,152,11,150,26,188,173,119,7,7,6,5,7,Filler String
242488,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Keegan Stone,123,Keegan,Stone,sample@email.com,Male,No Preference,8,5,10,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Fashion;Healthcare;Education;Legal;,6,6,80,13,164,176,132,136,91,191,41,122,35,123,20,96,70,3,8,10,8,2,Filler String
14394,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Verona Wells,124,Verona,Wells,sample@email.com,Male,No Preference,6,6,9,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Healthcare;Pharmaceutical;,8,3,115,69,170,112,144,25,128,138,37,141,197,29,62,75,100,10,6,1,3,3,Filler String
741107,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Livia Madden,125,Livia,Madden,sample@email.com,Female,No Preference,9,9,2,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Aerospace;Human Resources;Education;Fashion;,10,9,73,30,6,67,9,133,116,90,25,11,85,118,64,14,145,1,4,7,5,5,Filler String
966508,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Holden Hart,126,Holden,Hart,sample@email.com,Male,Male,3,10,7,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Legal;Fashion;,6,10,91,41,123,140,169,30,83,161,19,113,17,172,38,12,62,8,5,8,10,8,Filler String
112330,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mila Gable,127,Mila,Gable,sample@email.com,Male,Male,10,8,1,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Government;Media and News;Real Estate;Other;,3,1,46,106,160,49,104,115,168,81,184,47,174,133,27,76,77,7,6,1,1,8,Filler String
39293,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Atlas Sinclair,128,Atlas,Sinclair,sample@email.com,Male,Female,10,6,10,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;,8,9,106,190,166,28,134,143,108,137,104,192,160,121,81,157,150,9,6,1,3,5,Filler String
888037,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Arden Black,129,Arden,Black,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,7,2,7,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Education;Accounting;Fashion;Finance;,6,2,105,109,87,30,189,14,53,108,25,198,141,9,171,107,119,2,1,6,9,4,Filler String
503219,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Roman Beck,130,Roman,Beck,sample@email.com,Male,Male,2,1,6,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Aerospace;Fashion;Agriculture;,10,5,157,67,48,155,101,153,170,180,85,174,13,121,106,47,88,6,6,9,10,2,Filler String
956750,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Selene Moon,131,Selene,Moon,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,2,5,3,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Entrepreneurship;Technology;,9,10,123,168,133,7,74,38,18,61,16,121,173,13,174,46,114,1,4,9,10,4,Filler String
710281,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Wilder Vaughn,132,Wilder,Vaughn,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,3,8,9,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Hospitality;,4,9,87,181,144,23,61,0,142,156,41,137,38,64,110,90,37,8,8,10,7,3,Filler String
