Id,Start time,Completion time,Email,Name,KIN Mentorship ID (Link to Spreadsheet),First Name,Last Name,Email Address,To which gender identity do you most identify?,Please indicate if you have a preference for what gender your mentor/mentee is:,How important is accessing and developing a professional AAPI network?,How open are you to exploring topics outside of your immediate career or academic focus in the mentorship?,"How much do you value a structured mentoring relationship (e.g., goal setting, progress tracking)?","How important is frequent communication (e.g., weekly or bi-weekly) in a mentoring relationship?",Select if you are a Kin Mentor or Kin Mentee,Would you be open to the possibility of having 2 Kin Mentees?,What industries can you provide mentorship on?,"How comfortable do you feel providing guidance on professional skills such as resume writing, interviewing, personal brand, presentation skills, etc.?",How confident do you feel in guiding your mentee in securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentee preference?,Who is your #2 Kin Mentee preference?,Who is your #3 Kin Mentee preference?,Who is your #4 Kin Mentee preference?,Who is your #5 Kin Mentee preference?,Who is your #6 Kin Mentee preference?,Who is your #7 Kin Mentee preference?,Who is your #8 Kin Mentee preference?,Who is your #9 Kin Mentee preference?,Who is your #10 Kin Mentee preference?,Who is your #11 Kin Mentee preference?,Who is your #12 Kin Mentee preference?,Who is your #13 Kin Mentee preference?,Who is your #14 Kin Mentee preference?,Who is your #15 Kin Mentee preference?,Would you be open to the possibility of having a 1 Kin Mentor: 2 Kin Mentee mentorship partnership?,What industries are you interested in receiving mentorship on?,"How important is enhancing professional skills (resume writing, interviewing, personal brand, presentation skills, etc.)?",How important is securing an internship or full-time employment opportunity?,Who is your #1 Kin Mentor preference?,Who is your #2 Kin Mentor preference?,Who is your #3 Kin Mentor preference?,Who is your #4 Kin Mentor preference?,Who is your #5 Kin Mentor preference?,Who is your #6 Kin Mentor preference?,Who is your #7 Kin Mentor preference?,Who is your #8 Kin Mentor preference?,Who is your #9 Kin Mentor preference?,Who is your #10 Kin Mentor preference?,Who is your #11 Kin Mentor preference?,Who is your #12 Kin Mentor preference?,Who is your #13 Kin Mentor preference?,Who is your #14 Kin Mentor preference?,Who is your #15 Kin Mentor preference?,How comfortable do you feel in asking for help in achieving your academic and career goals?,How prepared do you feel to take the next steps in your career?,How connected do you feel to a network of professionals to achieve your academic and career goals?,"As an AAPI student, how empowered (supported and confident) do you feel in your ability to achieve your career goals?",How connected do you feel to the AAPI community?,Is there anything else that you would like us to consider as part of the matching process?
660789,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Kaida Lawson,61,Kaida,Lawson,sample@email.com,Male,No Preference,9,6,3,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Technology;Fashion;Human Resources;,1,5,191,87,42,117,182,38,133,160,129,114,40,178,12,177,187,4,1,5,2,7,Filler String
751990,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mirabel Quinn,62,Mirabel,Quinn,sample@email.com,Male,Female,5,1,6,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Accounting;Government;,5,5,191,119,53,186,157,84,170,173,103,58,105,49,90,178,25,2,8,10,3,1,Filler String
31868,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Taryn Russell,63,Taryn,Russell,sample@email.com,Male,Male,9,8,1,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Hospitality;Nonprofit;Finance;Consulting;,7,8,114,162,182,59,94,192,194,101,195,18,191,71,11,106,54,10,8,4,8,8,Filler String
967381,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Xander Morrison,64,Xander,Morrison,sample@email.com,Male,Male,9,8,9,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Media and News;Human Resources;,1,10,135,99,174,160,134,173,5,3,34,28,46,172,127,84,165,7,1,10,4,5,Filler String
135074,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Amelie Woodward,65,Amelie,Woodward,sample@email.com,Male,Female,4,7,10,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Real Estate;Hospitality;Advertising/Marketing;Aerospace;,10,3,132,1,90,34,82,143,63,166,172,65,176,69,23,189,104,10,8,8,1,7,Filler String
202863,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Evadne Sawyer,66,Evadne,Sawyer,sample@email.com,Female,Female,5,4,5,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Accounting;,7,3,67,28,51,48,158,169,86,87,186,95,146,15,93,125,109,4,10,9,8,3,Filler String
992662,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Declan Frost,67,Declan,Frost,sample@email.com,Female,No Preference,10,2,8,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Entertainment;Hospitality;Accounting;Nonprofit;,2,8,190,142,189,22,8,82,135,150,65,12,85,32,122,25,55,3,5,4,10,8,Filler String
371674,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Juniper Holt,68,Juniper,Holt,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,1,8,9,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;Nonprofit;Aerospace;Media and News;Consulting;,3,5,152,16,147,138,45,187,71,195,158,26,40,191,82,22,54,1,8,9,1,10,Filler String
200940,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elara Finch,69,Elara,Finch,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,7,9,3,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;Entrepreneurship;,3,5,24,179,59,42,120,177,194,164,28,20,84,83,32,128,68,2,10,9,7,10,Filler String
138224,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rowan Sinclair,70,Rowan,Sinclair,sample@email.com,Female,Male,8,3,5,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Food and Beverage;,4,5,101,25,44,107,49,98,161,104,84,105,116,95,93,70,109,10,8,4,1,5,Filler String
762444,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Evangeline Hart,71,Evangeline,Hart,sample@email.com,Female,Male,4,7,4,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Education;Hospitality;,7,10,125,46,136,184,56,76,191,103,130,117,51,48,127,82,7,10,6,7,2,4,Filler String
610281,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Wilder Vaughn,72,Wilder,Vaughn,sample@email.com,Male,Female,2,5,2,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Hospitality;,6,7,3,181,36,166,41,185,45,13,63,163,57,65,195,128,97,6,7,3,8,7,Filler String
854806,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Alina Kendrick,73,Alina,Kendrick,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,9,4,7,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;Entertainment;,4,7,71,45,21,110,181,61,172,136,107,151,24,125,15,90,59,1,2,5,2,7,Filler String
478503,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Thorne Huxley,74,Thorne,Huxley,sample@email.com,Female,No Preference,4,3,5,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Education;,1,9,95,153,146,159,17,56,75,50,68,47,151,165,27,125,184,3,5,7,3,2,Filler String
621617,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Aisling Knight,75,Aisling,Knight,sample@email.com,Female,Female,4,8,1,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Aerospace;Healthcare;Fashion;Consulting;,7,5,44,188,199,87,37,132,148,179,50,128,98,156,130,99,140,10,1,4,1,4,Filler String
668403,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Raine Calloway,76,Raine,Calloway,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,9,8,8,4,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Media and News;Advertising/Marketing;Legal;,2,6,20,109,114,48,68,4,61,29,137,188,76,147,70,144,45,7,8,9,3,2,Filler String
209402,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Caelum Ashton,77,Caelum,Ashton,sample@email.com,Female,Male,6,3,1,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Real Estate;Arts and Design;,3,3,171,103,117,73,76,110,84,191,5,35,55,38,66,129,63,2,5,2,6,2,Filler String
674032,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Cecily Monroe,78,Cecily,Monroe,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,4,5,5,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Aerospace;Engineering;,3,10,110,157,125,69,174,5,165,121,32,49,96,6,44,51,83,9,5,6,4,8,Filler String
7358,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Griffin Tanner,79,Griffin,Tanner,sample@email.com,Male,No Preference,3,10,1,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Education;Advertising/Marketing;,5,6,36,10,155,151,94,196,187,100,149,13,132,181,63,141,81,6,9,6,9,5,Filler String
726020,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Imogen Castor,80,Imogen,Castor,sample@email.com,Male,No Preference,9,6,7,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Other;Agriculture;Aerospace;Real Estate;,2,10,89,34,161,63,144,145,134,20,187,29,111,109,129,59,190,10,10,8,7,10,Filler String
499690,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Nova Belmont,81,Nova,Belmont,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,4,5,8,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entertainment;Legal;,3,1,153,182,31,4,140,103,131,90,156,110,108,109,12,148,53,8,9,10,9,8,Filler String
873554,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Jareth Blake,82,Jareth,Blake,sample@email.com,Male,No Preference,4,7,3,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Accounting;Advertising/Marketing;,3,5,39,132,80,184,130,106,44,0,143,110,45,139,192,93,181,8,10,8,5,2,Filler String
827992,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Calista Brooks,83,Calista,Brooks,sample@email.com,Female,Female,4,5,1,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Media and News;,6,8,135,138,198,81,29,95,0,58,151,168,4,70,74,79,183,3,1,9,6,10,Filler String
243239,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Leona Pierce,84,Leona,Pierce,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,10,10,3,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Hospitality;Advertising/Marketing;Food and Beverage;Fashion;Media and News;,4,10,173,117,50,183,134,16,110,98,19,33,97,11,84,27,189,4,2,7,2,5,Filler String
375225,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Lachlan Gray,85,Lachlan,Gray,sample@email.com,Female,Male,6,10,3,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Food and Beverage;Nonprofit;Media and News;Aerospace;Agriculture;,4,8,169,41,11,89,17,117,97,120,95,60,107,12,137,0,146,7,1,10,7,9,Filler String
373669,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Siobhan Neal,86,Siobhan,Neal,sample@email.com,Male,Female,2,9,4,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Other;Food and Beverage;Pharmaceutical;,5,3,3,177,82,153,135,103,51,107,149,108,125,174,13,29,148,10,9,7,10,3,Filler String
586511,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Emerson Wren,87,Emerson,Wren,sample@email.com,Female,Female,4,9,6,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Agriculture;Fashion;,10,6,106,43,99,180,163,150,44,192,185,149,70,158,77,88,193,7,9,5,8,1,Filler String
383605,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Fabian Walker,88,Fabian,Walker,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,5,2,1,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Finance;Media and News;Technology;Real Estate;,8,10,66,18,153,191,85,103,167,60,74,10,80,16,170,48,9,3,5,9,2,5,Filler String
401169,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zara Page,89,Zara,Page,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,10,3,1,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Aerospace;Consulting;Finance;,3,9,20,49,105,189,100,148,103,54,92,135,89,60,47,72,166,9,9,1,6,8,Filler String
138263,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Kellan Stark,90,Kellan,Stark,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,10,5,6,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;Technology;,6,1,128,132,49,163,78,101,173,79,43,48,5,195,17,140,175,7,8,3,8,7,Filler String
864933,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mirren Cole,91,Mirren,Cole,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,7,1,8,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;Advertising/Marketing;Engineering;Media and News;Food and Beverage;,4,3,121,146,70,61,6,62,181,102,85,170,147,7,178,71,79,8,5,4,10,5,Filler String
449485,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Halcyon Ward,92,Halcyon,Ward,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,5,10,8,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Arts and Design;Entertainment;Entrepreneurship;Healthcare;Agriculture;,7,3,122,61,60,79,144,19,112,30,197,39,189,57,115,7,3,8,7,7,5,3,Filler String
773963,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Valencia Sterling,93,Valencia,Sterling,sample@email.com,Female,Female,4,7,2,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;Other;Engineering;,5,1,49,197,91,102,68,142,70,154,176,56,40,14,101,130,173,4,2,3,9,5,Filler String
853464,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Renata Fox,94,Renata,Fox,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,2,5,2,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entertainment;,8,8,116,53,22,128,102,138,70,123,63,0,105,192,37,6,152,2,1,1,10,10,Filler String
61534,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Damian Wells,95,Damian,Wells,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,5,3,3,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;,10,9,28,111,133,22,108,73,121,15,138,140,17,171,174,43,96,7,4,4,5,4,Filler String
568896,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Alessia Stone,96,Alessia,Stone,sample@email.com,Male,Female,9,7,8,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Consulting;Media and News;Other;Advertising/Marketing;Accounting;,9,9,58,105,29,174,171,12,116,76,95,40,123,124,39,167,0,1,4,3,4,9,Filler String
927348,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Iver Holden,97,Iver,Holden,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,3,6,7,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Legal;Technology;Real Estate;Other;,10,9,42,60,9,89,64,190,7,39,66,193,47,128,86,76,81,10,6,10,3,5,Filler String
151051,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Sabine Foster,98,Sabine,Foster,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,10,10,9,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Healthcare;,8,4,164,2,5,147,114,72,88,130,47,16,0,160,193,127,50,7,8,6,3,10,Filler String
736726,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Archer Dalton,99,Archer,Dalton,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,6,6,5,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;Other;Education;Accounting;Media and News;,4,1,197,41,124,134,199,98,46,10,37,8,143,121,83,179,82,1,5,8,9,9,Filler String
467765,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Odette Lane,100,Odette,Lane,sample@email.com,Male,No Preference,1,6,10,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Real Estate;Technology;Hospitality;,4,1,47,179,156,75,173,106,127,182,171,188,95,63,199,145,76,7,8,4,4,9,Filler String
351913,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Tiberius Walsh,101,Tiberius,Walsh,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,10,3,3,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Hospitality;Pharmaceutical;Real Estate;Fashion;,2,6,14,142,73,137,155,130,165,0,16,193,55,92,149,111,49,7,5,7,10,7,Filler String
464940,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Callum Reeve,102,Callum,Reeve,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,3,7,10,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Consulting;,8,2,141,12,96,139,70,119,11,149,35,162,135,153,134,29,172,4,10,4,8,1,Filler String
259942,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Luna Hale,103,Luna,Hale,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,10,7,2,6,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Food and Beverage;Government;Consulting;Pharmaceutical;,3,4,5,178,7,82,104,134,20,55,102,114,156,173,27,136,58,10,10,7,6,1,Filler String
54016,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Cillian Frost,104,Cillian,Frost,sample@email.com,Female,Male,7,7,10,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Media and News;Accounting;,3,2,147,145,115,22,155,156,68,74,143,31,159,19,23,13,121,9,9,2,6,1,Filler String
861235,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Ember Larkin,105,Ember,Larkin,sample@email.com,Male,No Preference,1,3,2,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Healthcare;Legal;Entrepreneurship;Entertainment;,9,9,137,154,163,183,45,102,189,57,159,91,135,157,121,124,31,8,4,10,3,3,Filler String
249081,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Orion King,106,Orion,King,sample@email.com,Male,Male,1,9,8,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;Engineering;Arts and Design;,1,8,66,147,1,2,185,107,82,151,173,32,20,167,38,21,190,5,1,6,6,8,Filler String
433405,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Jocelyn Duke,107,Jocelyn,Duke,sample@email.com,Female,Female,5,6,8,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Media and News;Legal;Agriculture;,3,8,22,159,86,175,129,55,77,25,182,61,90,112,180,29,45,6,8,4,6,5,Filler String
30892,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Valen Carter,108,Valen,Carter,sample@email.com,Nonbinary/Fluid/Gender Queer,Male,8,3,6,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Food and Beverage;,9,7,57,184,135,150,96,69,88,109,22,67,180,6,181,146,31,4,7,10,8,3,Filler String
909610,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Seren Locke,109,Seren,Locke,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,4,8,5,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Food and Beverage;Entrepreneurship;,2,1,179,18,104,27,181,140,47,33,198,26,107,29,187,115,182,3,5,1,6,8,Filler String
970216,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Maxton Hayes,110,Maxton,Hayes,sample@email.com,Female,Male,9,5,3,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Accounting;Real Estate;Agriculture;Food and Beverage;,3,10,11,79,28,99,61,164,166,110,145,108,16,21,60,192,123,3,1,10,5,7,Filler String
66493,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Phoebe Greer,111,Phoebe,Greer,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,10,3,10,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Food and Beverage;,8,10,50,56,197,0,168,51,26,87,33,117,96,116,174,71,171,5,6,9,5,8,Filler String
448680,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Darian Hunt,112,Darian,Hunt,sample@email.com,Nonbinary/Fluid/Gender Queer,Nonbinary/Fluid/Gender Queer,1,7,3,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Finance;Nonprofit;,8,10,55,170,0,189,109,7,12,26,198,116,182,52,91,194,138,3,3,6,10,3,Filler String
403165,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Nara Wilder,113,Nara,Wilder,sample@email.com,Male,No Preference,9,9,7,10,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Entrepreneurship;Technology;,3,8,72,104,67,189,57,175,121,42,109,28,128,56,77,66,64,8,7,2,4,1,Filler String
251080,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Rowan Brice,114,Rowan,Brice,sample@email.com,Male,Male,7,5,4,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Food and Beverage;Real Estate;Fashion;,10,10,189,125,186,184,58,169,4,108,123,161,83,100,141,12,185,5,5,1,10,6,Filler String
800462,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Zinnia Bennett,115,Zinnia,Bennett,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,6,7,3,1,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Engineering;,4,1,84,40,188,36,128,91,39,82,131,134,7,59,144,154,78,4,2,2,8,3,Filler String
304323,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Adair Russell,116,Adair,Russell,sample@email.com,Female,Female,1,6,10,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Nonprofit;Entertainment;Fashion;,3,2,80,102,45,132,144,65,172,99,163,41,24,25,114,164,73,10,5,8,10,8,Filler String
7125,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Teague Sutton,117,Teague,Sutton,sample@email.com,Male,No Preference,2,9,10,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Advertising/Marketing;,7,2,62,105,121,3,158,197,186,43,17,86,175,55,33,97,81,9,5,9,1,9,Filler String
621188,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Aviana Fields,118,Aviana,Fields,sample@email.com,Male,Female,8,5,2,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Government;Accounting;,6,4,133,55,174,89,57,10,199,194,4,77,177,119,192,59,44,8,7,3,6,6,Filler String
826666,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Elias Brooks,119,Elias,Brooks,sample@email.com,Male,No Preference,1,3,10,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Food and Beverage;Arts and Design;Aerospace;Legal;,9,8,13,160,26,135,150,134,118,127,114,115,153,146,113,8,182,6,5,9,9,5,Filler String
76693,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Nerissa Blake,120,Nerissa,Blake,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,5,8,9,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Human Resources;,9,9,53,63,148,124,105,75,113,58,54,35,144,137,23,87,9,9,10,10,4,1,Filler String
437951,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Finn Callahan,121,Finn,Callahan,sample@email.com,Female,Male,2,7,7,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Engineering;Food and Beverage;Nonprofit;Human Resources;,10,5,122,93,169,4,38,78,124,143,97,198,92,66,26,88,165,4,8,4,8,10,Filler String
360792,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Tamsin Rowe,122,Tamsin,Rowe,sample@email.com,Female,No Preference,8,9,8,5,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Food and Beverage;Human Resources;,5,6,107,177,170,193,77,198,174,138,12,42,103,139,67,169,142,1,2,10,6,7,Filler String
173724,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Keegan Stone,123,Keegan,Stone,sample@email.com,Female,No Preference,5,10,8,2,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Agriculture;Fashion;Entertainment;,8,9,160,88,177,81,12,93,152,100,124,167,134,103,22,115,126,6,8,5,10,2,Filler String
999453,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Verona Wells,124,Verona,Wells,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,10,10,1,8,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Consulting;Aerospace;,6,6,54,173,182,165,187,8,147,161,136,95,84,6,0,121,89,1,7,3,7,2,Filler String
369089,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Livia Madden,125,Livia,Madden,sample@email.com,Nonbinary/Fluid/Gender Queer,Female,4,6,1,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,Yes,Healthcare;Arts and Design;Entertainment;Advertising/Marketing;,10,9,167,173,0,136,134,29,193,7,36,181,57,155,151,102,121,9,4,10,6,10,Filler String
844650,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Holden Hart,126,Holden,Hart,sample@email.com,Male,Nonbinary/Fluid/Gender Queer,10,7,3,9,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Government;Other;Aerospace;Human Resources;Finance;,5,2,164,153,64,191,73,158,129,106,101,26,150,119,68,105,118,9,3,9,4,10,Filler String
64658,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Mila Gable,127,Mila,Gable,sample@email.com,Nonbinary/Fluid/Gender Queer,No Preference,7,10,6,3,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Legal;Media and News;,2,4,160,78,73,152,67,198,154,169,31,108,128,85,104,118,94,10,4,9,6,9,Filler String
951234,2021-05-01T00:00:00Z,2021-05-01T00:00:00Z,sample@email.com,Atlas Sinclair,128,Atlas,Sinclair,sample@email.com,Female,Nonbinary/Fluid/Gender Queer,5,6,1,7,Kin Mentee,,,,,,,,,,,,,,,,,,,,No,Engineering;Arts and Design;Fashion;Food and Beverage;Hospitality;,4,9,125,99,172,53,163,79,186,13,126,150,63,135,28,199,69,5,2,6,1,10,Filler String
